type,time,reclat,reclon,altitude (ft),eos,name,desc
T,10/14/2020 16:16,42.92432138,-78.85513631,629.6,,,
T,10/14/2020 16:16,42.92420249,-78.85527645,628.4,,,
T,10/14/2020 16:16,42.92406477,-78.85538936,627.3,,,
T,10/14/2020 16:16,42.9239421,-78.85551064,624.8,,,
T,10/14/2020 16:16,42.92383527,-78.85564618,625.5,,,
T,10/14/2020 16:16,42.92372233,-78.85576026,624,,,
T,10/14/2020 16:16,42.92360536,-78.85587039,623,,,
T,10/14/2020 16:17,42.92349669,-78.85598816,622.5,,,
T,10/14/2020 16:17,42.92339481,-78.85609511,622.1,,,
T,10/14/2020 16:17,42.92328915,-78.85620726,621.8,,,
T,10/14/2020 16:17,42.92317755,-78.85632629,622.8,,,
T,10/14/2020 16:17,42.92306137,-78.85643919,621.6,,,
T,10/14/2020 16:17,42.92295991,-78.85656157,621.3,,,
T,10/14/2020 16:17,42.92285468,-78.85668419,621.2,,,
T,10/14/2020 16:17,42.92273628,-78.8567862,621.5,,,
T,10/14/2020 16:17,42.92261445,-78.85688863,601.8,,,
T,10/14/2020 16:17,42.92250368,-78.85699826,620.8,,,
T,10/14/2020 16:17,42.92239891,-78.85709977,620.3,,,
T,10/14/2020 16:17,42.92229799,-78.85721225,620.7,,,
T,10/14/2020 16:17,42.92219695,-78.85731661,621,,,
T,10/14/2020 16:17,42.92208773,-78.85743295,622.2,,,
T,10/14/2020 16:17,42.9219975,-78.85753881,622.5,,,
T,10/14/2020 16:17,42.92189771,-78.85764962,622.5,,,
T,10/14/2020 16:17,42.92178875,-78.85776823,601,,,
T,10/14/2020 16:17,42.92168398,-78.85789094,625.4,,,
T,10/14/2020 16:17,42.92158507,-78.85800552,625,,,
T,10/14/2020 16:17,42.92148226,-78.85811876,606.2,,,
T,10/14/2020 16:17,42.92138428,-78.85823367,623.8,,,
T,10/14/2020 16:17,42.92127552,-78.8583413,623.4,,,
T,10/14/2020 16:17,42.92117775,-78.85844758,623.5,,,
T,10/14/2020 16:17,42.92107394,-78.85856115,623.6,,,
T,10/14/2020 16:17,42.92096187,-78.85866316,622.8,,,
T,10/14/2020 16:17,42.92087324,-78.85876793,609.9,,,
T,10/14/2020 16:17,42.92078611,-78.85887355,623.7,,,
T,10/14/2020 16:17,42.92068355,-78.85896441,623.8,,,
T,10/14/2020 16:17,42.92059068,-78.85906566,624.8,,,
T,10/14/2020 16:17,42.9204914,-78.85915618,624.6,,,
T,10/14/2020 16:17,42.92041273,-78.85925945,625.5,,,
T,10/14/2020 16:17,42.92033637,-78.85935148,613.5,,,
T,10/14/2020 16:17,42.92024132,-78.85944,625.6,,,
T,10/14/2020 16:17,42.92014715,-78.85952692,625.1,,,
T,10/14/2020 16:17,42.9200547,-78.85962222,624.6,,,
T,10/14/2020 16:17,42.91995391,-78.8597135,624.4,,,
T,10/14/2020 16:17,42.91986489,-78.85982347,624.7,,,
T,10/14/2020 16:17,42.91975957,-78.85992413,610.4,,,
T,10/14/2020 16:17,42.91965832,-78.86001625,624.9,,,
T,10/14/2020 16:17,42.91956469,-78.86011323,627.4,,,
T,10/14/2020 16:17,42.91946826,-78.86022287,628.3,,,
T,10/14/2020 16:17,42.91936814,-78.86032638,628.5,,,
T,10/14/2020 16:17,42.91926919,-78.86042562,628.2,,,
T,10/14/2020 16:17,42.91918441,-78.86053459,618.4,,,
T,10/14/2020 16:17,42.91909711,-78.8606397,630.2,,,
T,10/14/2020 16:17,42.91899908,-78.86074347,630.3,,,
T,10/14/2020 16:17,42.91889515,-78.8608334,629.7,,,
T,10/14/2020 16:17,42.91880362,-78.86092896,630.4,,,
T,10/14/2020 16:17,42.91870207,-78.86102535,631.2,,,
T,10/14/2020 16:17,42.91861373,-78.86112467,623.1,,,
T,10/14/2020 16:17,42.91852689,-78.86122224,632.7,,,
T,10/14/2020 16:17,42.91844135,-78.86130564,632.7,,,
T,10/14/2020 16:17,42.91836034,-78.86140547,633.3,,,
T,10/14/2020 16:17,42.91825808,-78.8615001,633.5,,,
T,10/14/2020 16:17,42.91816752,-78.86160563,632.8,,,
T,10/14/2020 16:17,42.9180723,-78.86170479,633,,,
T,10/14/2020 16:17,42.91797129,-78.86181627,632.9,,,
T,10/14/2020 16:17,42.91786904,-78.8619197,632.9,,,
T,10/14/2020 16:17,42.91777168,-78.86202254,631.4,,,
T,10/14/2020 16:17,42.91766774,-78.86211894,630.8,,,
T,10/14/2020 16:18,42.91757039,-78.86221491,631.4,,,
T,10/14/2020 16:18,42.91746444,-78.86233393,631.2,,,
T,10/14/2020 16:18,42.91736537,-78.86243728,632.1,,,
T,10/14/2020 16:18,42.91725787,-78.86253493,631.1,,,
T,10/14/2020 16:18,42.91716688,-78.86263602,632.1,,,
T,10/14/2020 16:18,42.91706312,-78.86273308,631.7,,,
T,10/14/2020 16:18,42.91694606,-78.86285495,631.8,,,
T,10/14/2020 16:18,42.91683115,-78.86293072,632.7,,,
T,10/14/2020 16:18,42.91675588,-78.86303131,631.8,,,
T,10/14/2020 16:18,42.91668145,-78.86312384,632.1,,,
T,10/14/2020 16:18,42.91658267,-78.86321831,632.5,,,
T,10/14/2020 16:18,42.91648242,-78.8632867,630.9,,,
T,10/14/2020 16:18,42.91639198,-78.86337295,629.9,,,
T,10/14/2020 16:18,42.91632417,-78.86345518,628.8,,,
T,10/14/2020 16:18,42.91624362,-78.8635255,627.7,,,
T,10/14/2020 16:18,42.91616194,-78.86360362,627.4,,,
T,10/14/2020 16:18,42.91610414,-78.86369188,629.1,,,
T,10/14/2020 16:18,42.91604224,-78.86376363,628.1,,,
T,10/14/2020 16:18,42.91596324,-78.86384133,628.3,,,
T,10/14/2020 16:18,42.91591547,-78.86391375,628.5,,,
T,10/14/2020 16:18,42.91584606,-78.86397947,629.3,,,
T,10/14/2020 16:18,42.91577867,-78.86404845,629.4,,,
T,10/14/2020 16:18,42.91572147,-78.86410645,629.2,,,
T,10/14/2020 16:18,42.9156648,-78.86416789,630.4,,,
T,10/14/2020 16:18,42.91560123,-78.86422481,630.5,,,
T,10/14/2020 16:18,42.91553887,-78.86429471,630.8,,,
T,10/14/2020 16:18,42.91546607,-78.86437015,631.2,,,
T,10/14/2020 16:18,42.9153957,-78.8644403,632.1,,,
T,10/14/2020 16:18,42.91532882,-78.86450895,631.1,,,
T,10/14/2020 16:18,42.91525489,-78.8645776,631,,,
T,10/14/2020 16:18,42.91517375,-78.8646387,630.4,,,
T,10/14/2020 16:18,42.91509479,-78.86471448,631.2,,,
T,10/14/2020 16:18,42.91498944,-78.86473705,631.2,,,
T,10/14/2020 16:18,42.91488445,-78.86477811,631.5,,,
T,10/14/2020 16:18,42.91476043,-78.86481914,631.5,,,
T,10/14/2020 16:18,42.91466941,-78.86485103,634.3,,,
T,10/14/2020 16:18,42.91455043,-78.86489179,633.9,,,
T,10/14/2020 16:18,42.91443208,-78.86493233,633.9,,,
T,10/14/2020 16:18,42.91430807,-78.86496853,634.4,,,
T,10/14/2020 16:18,42.9141968,-78.86501849,635.5,,,
T,10/14/2020 16:18,42.91413294,-78.86503499,636.4,,,
T,10/14/2020 16:18,42.91401951,-78.86507402,636.9,,,
T,10/14/2020 16:18,42.91392888,-78.86510444,637.7,,,
T,10/14/2020 16:18,42.9138143,-78.86514442,637.7,,,
T,10/14/2020 16:18,42.91368513,-78.86518773,639.5,,,
T,10/14/2020 16:18,42.9135172,-78.86524513,639.6,,,
T,10/14/2020 16:18,42.91337244,-78.86529484,640.1,,,
T,10/14/2020 16:18,42.91326435,-78.86533801,640.5,,,
T,10/14/2020 16:18,42.91312655,-78.86537287,641.6,,,
T,10/14/2020 16:18,42.91300988,-78.86541973,641.9,,,
T,10/14/2020 16:18,42.91290976,-78.86545887,643,,,
T,10/14/2020 16:18,42.91277669,-78.86546583,642,,,
T,10/14/2020 16:18,42.91274648,-78.86550648,643.5,,,
T,10/14/2020 16:18,42.91264275,-78.86555367,644.9,,,
T,10/14/2020 16:18,42.91250835,-78.86556465,645.7,,,
T,10/14/2020 16:18,42.91240584,-78.86565141,646,,,
T,10/14/2020 16:18,42.91228535,-78.86570145,646.7,,,
T,10/14/2020 16:18,42.91216272,-78.86574151,647.3,,,
T,10/14/2020 16:18,42.91209302,-78.86579515,648.4,,,
T,10/14/2020 16:18,42.91193486,-78.86577906,648.2,,,
T,10/14/2020 16:19,42.91190845,-78.86581267,647.5,,,
T,10/14/2020 16:19,42.91184551,-78.865812,646.9,,,
T,10/14/2020 16:19,42.9117435,-78.86585525,646.7,,,
T,10/14/2020 16:19,42.91161639,-78.86587537,646.6,,,
T,10/14/2020 16:19,42.91154627,-78.86591787,647.8,,,
T,10/14/2020 16:19,42.91144418,-78.86594804,647.5,,,
T,10/14/2020 16:19,42.91137046,-78.86598677,649.6,,,
T,10/14/2020 16:19,42.91127646,-78.86602021,650.3,,,
T,10/14/2020 16:19,42.91117873,-78.86605147,650.4,,,
T,10/14/2020 16:19,42.91108124,-78.86608483,652.1,,,
T,10/14/2020 16:19,42.91095744,-78.86613437,652,,,
T,10/14/2020 16:19,42.91088926,-78.86616337,653.8,,,
T,10/14/2020 16:19,42.91076805,-78.8662,653.4,,,
T,10/14/2020 16:19,42.91066542,-78.86621894,653.4,,,
T,10/14/2020 16:19,42.9105456,-78.86625926,653.2,,,
T,10/14/2020 16:19,42.91043852,-78.86628868,655.2,,,
T,10/14/2020 16:19,42.91036623,-78.86634006,656.7,,,
T,10/14/2020 16:19,42.91027692,-78.86638625,655.4,,,
T,10/14/2020 16:19,42.91018195,-78.8664011,655.3,,,
T,10/14/2020 16:19,42.91010263,-78.86642876,654.5,,,
T,10/14/2020 16:19,42.91000945,-78.86646127,654.7,,,
T,10/14/2020 16:19,42.9099487,-78.86648246,654,,,
T,10/14/2020 16:19,42.90989051,-78.86650207,653.5,,,
T,10/14/2020 16:19,42.90986034,-78.86652094,652.8,,,
T,10/14/2020 16:19,42.90980032,-78.86651868,653,,,
T,10/14/2020 16:19,42.9097849,-78.86654148,654.1,,,
T,10/14/2020 16:19,42.90976357,-78.86655372,655.4,,,
T,10/14/2020 16:19,42.90971101,-78.86655933,655,,,
T,10/14/2020 16:19,42.90966835,-78.86657191,654.5,,,
T,10/14/2020 16:19,42.90962946,-78.8665859,654.7,,,
T,10/14/2020 16:19,42.90959107,-78.86659554,656.1,,,
T,10/14/2020 16:19,42.90953449,-78.86660988,655.6,,,
T,10/14/2020 16:19,42.90947917,-78.86661901,655.6,,,
T,10/14/2020 16:19,42.90941119,-78.86664474,656.3,,,
T,10/14/2020 16:19,42.90935235,-78.86665413,658.6,,,
T,10/14/2020 16:19,42.90927352,-78.86666872,657.5,,,
T,10/14/2020 16:19,42.90920416,-78.86670115,658.5,,,
T,10/14/2020 16:19,42.90910697,-78.86674566,659.4,,,
T,10/14/2020 16:19,42.90900366,-78.86677617,659.8,,,
T,10/14/2020 16:19,42.90888988,-78.86680995,661.2,,,
T,10/14/2020 16:19,42.90879713,-78.86683744,660.5,,,
T,10/14/2020 16:19,42.9087043,-78.86686552,659.8,,,
T,10/14/2020 16:19,42.90859425,-78.86691707,659.1,,,
T,10/14/2020 16:19,42.90853826,-78.86695177,660.6,,,
T,10/14/2020 16:19,42.90841597,-78.86698153,661.2,,,
T,10/14/2020 16:19,42.90833755,-78.86704892,659.3,,,
T,10/14/2020 16:19,42.90827201,-78.86706309,660.5,,,
T,10/14/2020 16:19,42.90816179,-78.86709779,659.9,,,
T,10/14/2020 16:19,42.90813128,-78.86711346,660.4,,,
T,10/14/2020 16:19,42.90806175,-78.86708521,657.8,,,
T,10/14/2020 16:19,42.90800404,-78.86709033,655.5,,,
T,10/14/2020 16:19,42.90797114,-78.8670884,655.6,,,
T,10/14/2020 16:19,42.90794168,-78.86710323,655.6,,,
T,10/14/2020 16:19,42.90791599,-78.86710206,656.9,,,
T,10/14/2020 16:19,42.90789545,-78.86711497,657.4,,,
T,10/14/2020 16:20,42.90786741,-78.86713165,657.5,,,
T,10/14/2020 16:20,42.90783879,-78.86714598,652.6,,,
T,10/14/2020 16:20,42.90781193,-78.86715914,651.9,,,
T,10/14/2020 16:20,42.90777756,-78.86717616,652.8,,,
T,10/14/2020 16:20,42.90773733,-78.86719141,653.6,,,
T,10/14/2020 16:20,42.90769634,-78.86720608,653.1,,,
T,10/14/2020 16:20,42.90764161,-78.86723357,653.1,,,
T,10/14/2020 16:20,42.90759345,-78.86725922,653.6,,,
T,10/14/2020 16:20,42.90752782,-78.8672806,653.1,,,
T,10/14/2020 16:20,42.90743344,-78.86731245,653.1,,,
T,10/14/2020 16:20,42.90735482,-78.86731714,652.9,,,
T,10/14/2020 16:20,42.90726861,-78.86735385,653.3,,,
T,10/14/2020 16:20,42.90718953,-78.86736601,655,,,
T,10/14/2020 16:20,42.9070848,-78.86741035,655.3,,,
T,10/14/2020 16:20,42.90697663,-78.86743809,655.8,,,
T,10/14/2020 16:20,42.90687315,-78.86746651,656,,,
T,10/14/2020 16:20,42.90678397,-78.86750431,657,,,
T,10/14/2020 16:20,42.90668615,-78.86754043,657.4,,,
T,10/14/2020 16:20,42.90658255,-78.86758075,657.6,,,
T,10/14/2020 16:20,42.90647748,-78.86760187,657.3,,,
T,10/14/2020 16:20,42.90638838,-78.86763632,657.1,,,
T,10/14/2020 16:20,42.90628919,-78.86766256,656.5,,,
T,10/14/2020 16:20,42.90621601,-78.86770304,656.4,,,
T,10/14/2020 16:20,42.90615491,-78.86772375,656.5,,,
T,10/14/2020 16:20,42.90609556,-78.86774194,656.6,,,
T,10/14/2020 16:20,42.90604871,-78.86775987,656.7,,,
T,10/14/2020 16:20,42.90599921,-78.86778276,656.6,,,
T,10/14/2020 16:20,42.9059361,-78.86780279,657,,,
T,10/14/2020 16:20,42.90585949,-78.86782257,656.8,,,
T,10/14/2020 16:20,42.90576842,-78.86784889,657.3,,,
T,10/14/2020 16:20,42.90573334,-78.86786389,657.2,,,
T,10/14/2020 16:20,42.90567907,-78.86786574,657,,,
T,10/14/2020 16:20,42.90561922,-78.86787345,657.2,,,
T,10/14/2020 16:20,42.90550795,-78.86790119,657.6,,,
T,10/14/2020 16:20,42.90538092,-78.86794662,658.3,,,
T,10/14/2020 16:20,42.90528696,-78.86796716,659,,,
T,10/14/2020 16:20,42.90518042,-78.86800496,660,,,
T,10/14/2020 16:20,42.90507163,-78.86802826,660.2,,,
T,10/14/2020 16:20,42.9049705,-78.86807419,660.7,,,
T,10/14/2020 16:20,42.90487533,-78.86810345,660.6,,,
T,10/14/2020 16:20,42.90479779,-78.86811409,658.3,,,
T,10/14/2020 16:20,42.90472148,-78.86814653,657.1,,,
T,10/14/2020 16:20,42.90461415,-78.86818199,656.4,,,
T,10/14/2020 16:20,42.90451134,-78.86823379,655.5,,,
T,10/14/2020 16:20,42.90442266,-78.86828215,654.6,,,
T,10/14/2020 16:20,42.90432438,-78.86829179,654.9,,,
T,10/14/2020 16:20,42.90422862,-78.86832235,654.5,,,
T,10/14/2020 16:20,42.90413084,-78.86838986,654.5,,,
T,10/14/2020 16:20,42.90407494,-78.86841509,655.2,,,
T,10/14/2020 16:20,42.90397104,-78.86845993,655,,,
T,10/14/2020 16:20,42.90386573,-78.86850176,654.7,,,
T,10/14/2020 16:20,42.90375026,-78.86850754,654.7,,,
T,10/14/2020 16:20,42.90364013,-78.86853168,655.3,,,
T,10/14/2020 16:20,42.90363468,-78.86860065,656,,,
T,10/14/2020 16:20,42.90351693,-78.86863916,656.1,,,
T,10/14/2020 16:21,42.90336097,-78.86863519,656.1,,,
T,10/14/2020 16:21,42.90322007,-78.86868892,656.4,,,
T,10/14/2020 16:21,42.90317573,-78.86873527,657.5,,,
T,10/14/2020 16:21,42.9030875,-78.8686995,657.6,,,
T,10/14/2020 16:21,42.90300151,-78.86870946,657.6,,,
T,10/14/2020 16:21,42.90292963,-78.86879001,658.4,,,
T,10/14/2020 16:21,42.90284087,-78.86884147,659.1,,,
T,10/14/2020 16:21,42.90277805,-78.86886377,660.8,,,
T,10/14/2020 16:21,42.90268258,-78.86886796,660.5,,,
T,10/14/2020 16:21,42.90261326,-78.8689009,661.1,,,
T,10/14/2020 16:21,42.90255697,-78.86889797,661.1,,,
T,10/14/2020 16:21,42.90255027,-78.86893745,661.7,,,
T,10/14/2020 16:21,42.90252693,-78.86894583,661.4,,,
T,10/14/2020 16:21,42.90251511,-78.86896653,663,,,
T,10/14/2020 16:21,42.90247035,-78.86898363,663.6,,,
T,10/14/2020 16:21,42.90240924,-78.86899905,663.8,,,
T,10/14/2020 16:21,42.90236482,-78.86902453,663.8,,,
T,10/14/2020 16:21,42.90233347,-78.86903836,662.9,,,
T,10/14/2020 16:21,42.90223184,-78.86906887,663.6,,,
T,10/14/2020 16:21,42.90216298,-78.86909369,663.8,,,
T,10/14/2020 16:21,42.9020766,-78.86911502,664,,,
T,10/14/2020 16:21,42.90201673,-78.86913469,664.8,,,
T,10/14/2020 16:21,42.90192385,-78.86916133,663.8,,,
T,10/14/2020 16:21,42.90185516,-78.86919309,663.9,,,
T,10/14/2020 16:21,42.90176103,-78.86922319,664.4,,,
T,10/14/2020 16:21,42.90167809,-78.86924984,664.8,,,
T,10/14/2020 16:21,42.9015941,-78.86926275,665.5,,,
T,10/14/2020 16:21,42.90149671,-78.86928001,665.8,,,
T,10/14/2020 16:21,42.90141322,-78.86930709,665.9,,,
T,10/14/2020 16:21,42.90132509,-78.86933626,665.8,,,
T,10/14/2020 16:21,42.90123917,-78.86934816,666.6,,,
T,10/14/2020 16:21,42.90111696,-78.86937046,667.7,,,
T,10/14/2020 16:21,42.90101135,-78.86939443,668.2,,,
T,10/14/2020 16:21,42.900912,-78.86945292,668.6,,,
T,10/14/2020 16:21,42.90082515,-78.86948301,669.8,,,
T,10/14/2020 16:21,42.90073332,-78.86951482,671.3,,,
T,10/14/2020 16:21,42.90067849,-78.86953341,671.3,,,
T,10/14/2020 16:21,42.90065072,-78.86952234,670.8,,,
T,10/14/2020 16:21,42.90061128,-78.86953985,670.4,,,
T,10/14/2020 16:21,42.90054058,-78.86956986,670.9,,,
T,10/14/2020 16:21,42.900483,-78.86958503,670.9,,,
T,10/14/2020 16:21,42.90044562,-78.86959517,671.1,,,
T,10/14/2020 16:21,42.90042156,-78.86962076,671.1,,,
T,10/14/2020 16:21,42.9004317,-78.86959442,671.3,,,
T,10/14/2020 16:21,42.90042339,-78.86962013,671.2,,,
T,10/14/2020 16:21,42.90044217,-78.86961372,671.6,,,
T,10/14/2020 16:21,42.90046452,-78.86960614,673.4,,,
T,10/14/2020 16:22,42.90048626,-78.86959874,673.9,,,
T,10/14/2020 16:22,42.90046523,-78.86960589,673.8,,,
T,10/14/2020 16:22,42.90044075,-78.86961422,673.7,,,
T,10/14/2020 16:22,42.90040592,-78.86962609,673.8,,,
T,10/14/2020 16:22,42.90036398,-78.8696402,673.6,,,
T,10/14/2020 16:22,42.90030962,-78.86965922,673.6,,,
T,10/14/2020 16:22,42.90020401,-78.86969592,673.1,,,
T,10/14/2020 16:22,42.90011561,-78.86972648,673.1,,,
T,10/14/2020 16:22,42.90005795,-78.86973742,671.7,,,
T,10/14/2020 16:22,42.89996604,-78.86978779,671.1,,,
T,10/14/2020 16:22,42.89990113,-78.86981562,670.1,,,
T,10/14/2020 16:22,42.89980587,-78.86984965,668.6,,,
T,10/14/2020 16:22,42.89971362,-78.86988133,667.1,,,
T,10/14/2020 16:22,42.89966073,-78.86990162,664.6,,,
T,10/14/2020 16:22,42.89958567,-78.86992433,664,,,
T,10/14/2020 16:22,42.89948576,-78.86994864,663.1,,,
T,10/14/2020 16:22,42.89939214,-78.86996297,660.6,,,
T,10/14/2020 16:22,42.89929939,-78.86997496,659.3,,,
T,10/14/2020 16:22,42.89919315,-78.87000891,659.4,,,
T,10/14/2020 16:22,42.89909424,-78.870025,657.8,,,
T,10/14/2020 16:22,42.89899052,-78.87005325,657.2,,,
T,10/14/2020 16:22,42.89889727,-78.87010689,657,,,
T,10/14/2020 16:22,42.89880473,-78.87014092,657.1,,,
T,10/14/2020 16:22,42.89869409,-78.87017051,656.6,,,
T,10/14/2020 16:22,42.8985985,-78.87018719,655.5,,,
T,10/14/2020 16:22,42.89852096,-78.87024988,654.8,,,
T,10/14/2020 16:22,42.89843828,-78.87027151,653.3,,,
T,10/14/2020 16:22,42.89837126,-78.87034158,653,,,
T,10/14/2020 16:22,42.89828891,-78.87037679,651.7,,,
T,10/14/2020 16:22,42.89817626,-78.8703814,651.4,,,
T,10/14/2020 16:22,42.89807526,-78.87039523,651,,,
T,10/14/2020 16:22,42.89798561,-78.87041719,650.1,,,
T,10/14/2020 16:22,42.89788536,-78.87044108,649.9,,,
T,10/14/2020 16:22,42.89779312,-78.87046404,648.6,,,
T,10/14/2020 16:22,42.89768441,-78.87049212,649,,,
T,10/14/2020 16:22,42.89757804,-78.87052615,650.1,,,
T,10/14/2020 16:22,42.89747779,-78.8705461,650.7,,,
T,10/14/2020 16:22,42.89737302,-78.87060159,652.8,,,
T,10/14/2020 16:22,42.89727034,-78.87061274,651.2,,,
T,10/14/2020 16:22,42.89716896,-78.87063805,653.3,,,
T,10/14/2020 16:22,42.89706666,-78.87066487,651.9,,,
T,10/14/2020 16:22,42.8969789,-78.87068122,649.9,,,
T,10/14/2020 16:22,42.89687783,-78.87073449,648.9,,,
T,10/14/2020 16:22,42.89679681,-78.8707609,648.4,,,
T,10/14/2020 16:22,42.89674341,-78.8707783,649.4,,,
T,10/14/2020 16:22,42.89677195,-78.87084961,648.5,,,
T,10/14/2020 16:22,42.89671294,-78.87083922,648.1,,,
T,10/14/2020 16:22,42.89677852,-78.87086303,648.1,,,
T,10/14/2020 16:22,42.8967849,-78.87104172,648.7,,,
T,10/14/2020 16:22,42.89677933,-78.87109964,649.2,,,
T,10/14/2020 16:22,42.89679382,-78.87118454,650,,,
T,10/14/2020 16:22,42.8968196,-78.87128019,651.2,,,
T,10/14/2020 16:23,42.89679761,-78.87137329,651.1,,,
T,10/14/2020 16:23,42.8967993,-78.87148988,650.1,,,
T,10/14/2020 16:23,42.89680075,-78.87159027,648.9,,,
T,10/14/2020 16:23,42.89680203,-78.87167938,648.1,,,
T,10/14/2020 16:23,42.89680322,-78.87176152,648.5,,,
T,10/14/2020 16:23,42.89680458,-78.87185567,645.9,,,
T,10/14/2020 16:23,42.89680837,-78.87194266,645.8,,,
T,10/14/2020 16:23,42.89680881,-78.87204915,647.1,,,
T,10/14/2020 16:23,42.89680972,-78.87212812,645.8,,,
T,10/14/2020 16:23,42.89681107,-78.8722464,645.5,,,
T,10/14/2020 16:23,42.89681224,-78.87234881,646.2,,,
T,10/14/2020 16:23,42.8968134,-78.87244993,645.6,,,
T,10/14/2020 16:23,42.89681471,-78.87256473,644.9,,,
T,10/14/2020 16:23,42.89681572,-78.87263835,644.2,,,
T,10/14/2020 16:23,42.89681689,-78.87272994,644.4,,,
T,10/14/2020 16:23,42.89681786,-78.87280616,644.6,,,
T,10/14/2020 16:23,42.89681837,-78.87284633,644.3,,,
T,10/14/2020 16:23,42.89681921,-78.87291216,643.7,,,
T,10/14/2020 16:23,42.89681967,-78.87294819,643.1,,,
T,10/14/2020 16:24,42.89681223,-78.87298716,642.3,,,
T,10/14/2020 16:24,42.89681344,-78.87301457,643,,,
T,10/14/2020 16:24,42.89680737,-78.87307735,643.7,,,
T,10/14/2020 16:24,42.8968232,-78.87319509,644.5,,,
T,10/14/2020 16:24,42.89682372,-78.87322305,642.4,,,
T,10/14/2020 16:24,42.89682456,-78.87326824,641.5,,,
T,10/14/2020 16:24,42.89682529,-78.87330714,640.3,,,
T,10/14/2020 16:24,42.89682681,-78.87338935,638.6,,,
T,10/14/2020 16:24,42.89682893,-78.87350318,638.1,,,
T,10/14/2020 16:24,42.89683065,-78.87359571,637.5,,,
T,10/14/2020 16:24,42.89681998,-78.87368219,637.7,,,
T,10/14/2020 16:24,42.89682576,-78.87377816,637.4,,,
T,10/14/2020 16:24,42.89682652,-78.87387891,637.6,,,
T,10/14/2020 16:24,42.89682639,-78.87399827,637.3,,,
T,10/14/2020 16:24,42.89683088,-78.87406767,636.9,,,
T,10/14/2020 16:24,42.89683151,-78.87417044,648.3,,,
T,10/14/2020 16:24,42.89683394,-78.87423959,634.5,,,
T,10/14/2020 16:24,42.89683243,-78.87435065,636,,,
T,10/14/2020 16:24,42.89683088,-78.87441586,635.3,,,
T,10/14/2020 16:24,42.89683444,-78.87447386,634.8,,,
T,10/14/2020 16:24,42.89683746,-78.87453253,635.6,,,
T,10/14/2020 16:24,42.89683113,-78.87456204,635.9,,,
T,10/14/2020 16:24,42.89683431,-78.87451527,635.3,,,
T,10/14/2020 16:24,42.89685682,-78.87446305,635.9,,,
T,10/14/2020 16:24,42.89683159,-78.87440572,636.1,,,
T,10/14/2020 16:24,42.89682358,-78.87437596,636.6,,,
T,10/14/2020 16:24,42.8967361,-78.87447153,636.6,,,
T,10/14/2020 16:24,42.89675539,-78.87447541,636.5,,,
T,10/14/2020 16:24,42.89679446,-78.87446411,636.5,,,
T,10/14/2020 16:24,42.89735407,-78.87458389,638.5,,,
T,10/14/2020 16:24,42.89746306,-78.87454984,639,,,
T,10/14/2020 16:24,42.89762721,-78.87449629,639.3,,,
T,10/14/2020 16:24,42.89776732,-78.87445059,639.1,,,
T,10/14/2020 16:24,42.89792563,-78.87440077,638,,,
T,10/14/2020 16:24,42.8980335,-78.87436712,640.5,,,
T,10/14/2020 16:24,42.89819346,-78.8743172,641.6,,,
T,10/14/2020 16:24,42.89834672,-78.87426537,642.1,,,
T,10/14/2020 16:24,42.89844305,-78.87423409,644.3,,,
T,10/14/2020 16:24,42.89856043,-78.87419771,646.1,,,
T,10/14/2020 16:24,42.89867707,-78.874158,646.6,,,
T,10/14/2020 16:24,42.89880022,-78.87411737,647.2,,,
T,10/14/2020 16:24,42.89890929,-78.87408229,647.5,,,
T,10/14/2020 16:24,42.89901553,-78.87404749,649,,,
T,10/14/2020 16:24,42.89909768,-78.87402174,650.4,,,
T,10/14/2020 16:24,42.89918812,-78.87395301,651.8,,,
T,10/14/2020 16:24,42.89921394,-78.87389727,650.9,,,
T,10/14/2020 16:24,42.89927718,-78.8738883,650.8,,,
T,10/14/2020 16:24,42.89923199,-78.87369297,651.9,,,
T,10/14/2020 16:24,42.89934419,-78.87380222,651.9,,,
T,10/14/2020 16:25,42.89935626,-78.87374799,652.9,,,
T,10/14/2020 16:25,42.89934289,-78.87367414,652.6,,,
T,10/14/2020 16:25,42.89933547,-78.87361086,652.4,,,
T,10/14/2020 16:25,42.89933602,-78.87355428,652.6,,,
T,10/14/2020 16:25,42.8993501,-78.87345982,652,,,
T,10/14/2020 16:25,42.89934717,-78.87337851,653.2,,,
T,10/14/2020 16:25,42.89932613,-78.87330928,653.8,,,
T,10/14/2020 16:25,42.8993048,-78.87325639,653.2,,,
T,10/14/2020 16:25,42.89923335,-78.87334243,652.8,,,
T,10/14/2020 16:25,42.89929641,-78.87331808,653.1,,,
T,10/14/2020 16:25,42.89923208,-78.87333926,652.1,,,
T,10/14/2020 16:25,42.8991483,-78.87336683,651.3,,,
T,10/14/2020 16:25,42.89908494,-78.87338767,650.4,,,
T,10/14/2020 16:25,42.89900973,-78.87341242,650.7,,,
T,10/14/2020 16:25,42.8989401,-78.87343534,651.5,,,
T,10/14/2020 16:25,42.8988766,-78.87345624,650.2,,,
T,10/14/2020 16:25,42.89878649,-78.87348589,650.2,,,
T,10/14/2020 16:25,42.8986916,-78.87351712,650,,,
T,10/14/2020 16:25,42.8985798,-78.87341623,649.1,,,
T,10/14/2020 16:25,42.8984625,-78.87344725,648.6,,,
T,10/14/2020 16:25,42.89835806,-78.87349687,648.8,,,
